,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:13:08.349841,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:13.544684,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:18.541476,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:22.746968,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:27.200663,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:31.636146,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:36.425381,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:40.950699,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:46.055573,Trump,69.2,20914,Harris,28.0,8473,100
2024-10-07 13:13:51.355260,Trump,69.2,20914,Harris,28.0,8473,100
