,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:13:08.381100,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:13.560314,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:18.562804,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:22.791254,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:27.229093,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:31.664971,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:36.451729,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:40.967942,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:46.080576,Trump,77.9,3403,Harris,19.6,859,100
2024-10-07 13:13:51.380411,Trump,77.9,3403,Harris,19.6,859,100
