,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:13:08.365469,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:13.560314,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:18.545227,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:22.778257,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:27.226664,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:31.647183,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:36.430526,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:40.967942,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:46.072575,Trump,66.3,1908,Harris,31.4,902,100
2024-10-07 13:13:51.365250,Trump,66.3,1908,Harris,31.4,902,100
