,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:13:08.349841,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:13.529054,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:18.520276,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:22.735139,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:27.162469,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:31.614356,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:36.416376,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:40.928043,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:46.031572,Trump,75.6,5877,Harris,21.7,1689,100
2024-10-07 13:13:51.346239,Trump,75.6,5877,Harris,21.7,1689,100
