,Datetime_Extraction,Total_Votes,KH_Vote_Count,KH_Vote_Pct,DT_Vote_Count,DT_Vote_Pct,Pct_Reported,Additional_Votes_Since_Last_Update,Additional_Trump_Votes_Since_Last_Update,Additional_Harris_Votes_Since_Last_Update,Pct_New_Votes_For_Trump,Pct_New_Votes_For_Harris
106,2024-11-05 22:02:27.246943,1994210.00,974945.00,48.00,1019265.00,50.00,60.05,5152.00,2684.00,2468.00,52.10,47.90
107,2024-11-05 22:02:56.095789,1994363.00,974704.00,48.00,1019659.00,50.00,60.05,153.00,394.00,-241.00,257.52,-157.52
108,2024-11-05 22:03:45.208838,2003417.00,978373.00,48.00,1025044.00,50.00,60.32,9054.00,5385.00,3669.00,59.48,40.52
309,2024-11-06 14:33:35.316803,3365916.00,1668297.00,48.00,1697619.00,49.00,99.00,272.00,0.00,272.00,0.00,100.00
310,2024-11-06 17:31:42.046152,3365724.00,1668045.00,48.00,1697679.00,49.00,99.00,-192.00,60.00,-252.00,-31.25,131.25
311,2024-11-07 14:08:48.417247,3365057.00,1667852.00,48.00,1697205.00,49.00,99.00,-667.00,-474.00,-193.00,71.06,28.94
310,2024-11-06 17:31:42.046152,3365724.00,1668045.00,48.00,1697679.00,49.00,99.00,-192.00,60.00,-252.00,-31.25,131.25
311,2024-11-07 14:08:48.417247,3365057.00,1667852.00,48.00,1697205.00,49.00,99.00,-667.00,-474.00,-193.00,71.06,28.94
312,2024-11-07 15:03:37.704730,3365075.00,1667852.00,48.00,1697223.00,49.00,99.00,18.00,18.00,0.00,100.00,0.00
312,2024-11-07 15:03:37.704730,3365075.00,1667852.00,48.00,1697223.00,49.00,99.00,18.00,18.00,0.00,100.00,0.00
313,2024-11-07 15:30:43.021897,3365071.00,1667852.00,48.00,1697219.00,49.00,99.00,-4.00,-4.00,0.00,100.00,-0.00
314,2024-11-08 13:02:57.851571,3365173.00,1667877.00,48.00,1697296.00,49.00,99.00,102.00,77.00,25.00,75.49,24.51
