,Datetime_Extraction,Total_Votes,State,KH_Vote_Count,KH_Vote_Pct,DT_Vote_Count,DT_Vote_Pct,Pct_Reported,Additional_Votes_Since_Last_Update,Additional_Trump_Votes_Since_Last_Update,Additional_Harris_Votes_Since_Last_Update,Pct_New_Votes_For_Trump,Pct_New_Votes_For_Harris
156,2024-11-05 23:26:14.106192,862316.00,Connecticut,469096.00,53.00,393220.00,44.00,48.48,34871.00,14283.00,20588.00,40.96,59.04
157,2024-11-05 23:26:34.978504,861060.00,Connecticut,467513.00,53.00,393547.00,44.00,48.49,-1256.00,327.00,-1583.00,-26.04,126.04
158,2024-11-05 23:26:54.633294,871614.00,Connecticut,474411.00,53.00,397203.00,44.00,49.08,10554.00,3656.00,6898.00,34.64,65.36
162,2024-11-05 23:44:12.492820,915876.00,Connecticut,497201.00,53.00,418675.00,44.00,51.45,29941.00,15299.00,14642.00,51.10,48.90
163,2024-11-05 23:46:17.626965,916375.00,Connecticut,497200.00,53.00,419175.00,44.00,51.47,499.00,500.00,-1.00,100.20,-0.20
164,2024-11-05 23:46:48.492723,916519.00,Connecticut,497380.00,53.00,419139.00,44.00,51.48,144.00,-36.00,180.00,-25.00,125.00
165,2024-11-05 23:47:36.285401,916547.00,Connecticut,497406.00,53.00,419141.00,44.00,51.48,28.00,2.00,26.00,7.14,92.86
173,2024-11-06 00:17:22.981516,997657.00,Connecticut,540906.00,53.00,456751.00,44.00,56.40,14718.00,6008.00,8710.00,40.82,59.18
174,2024-11-06 00:19:03.514948,997530.00,Connecticut,541119.00,53.00,456411.00,44.00,56.40,-127.00,-340.00,213.00,267.72,-167.72
175,2024-11-06 00:26:48.760225,998788.00,Connecticut,541911.00,53.00,456877.00,44.00,56.47,1258.00,466.00,792.00,37.04,62.96
215,2024-11-06 11:36:14.010132,1469545.00,Connecticut,816621.00,54.00,652924.00,43.00,86.94,195.00,65.00,130.00,33.33,66.67
216,2024-11-06 11:41:16.892477,1469562.00,Connecticut,816618.00,54.00,652944.00,43.00,86.94,17.00,20.00,-3.00,117.65,-17.65
217,2024-11-06 11:42:11.385032,1469588.00,Connecticut,816632.00,54.00,652956.00,43.00,86.94,26.00,12.00,14.00,46.15,53.85
233,2024-11-06 14:02:01.025218,1571215.00,Connecticut,883752.00,55.00,687463.00,43.00,92.31,50.00,6.00,44.00,12.00,88.00
234,2024-11-06 14:20:50.360009,1571208.00,Connecticut,883741.00,55.00,687467.00,43.00,92.31,-7.00,4.00,-11.00,-57.14,157.14
235,2024-11-06 14:51:58.214312,1591580.00,Connecticut,898051.00,55.00,693529.00,42.00,93.49,20372.00,6062.00,14310.00,29.76,70.24
242,2024-11-06 15:43:30.402634,1615485.00,Connecticut,912337.00,55.00,703148.00,42.00,93.60,14.00,8.00,6.00,57.14,42.86
243,2024-11-06 15:57:36.019450,1614227.00,Connecticut,911545.00,55.00,702682.00,42.00,93.53,-1258.00,-466.00,-792.00,37.04,62.96
244,2024-11-06 16:29:11.349527,1614350.00,Connecticut,911637.00,55.00,702713.00,42.00,93.52,123.00,31.00,92.00,25.20,74.80
251,2024-11-07 08:44:34.119035,1639773.00,Connecticut,927060.00,55.00,712713.00,42.00,94.14,9862.00,3560.00,6302.00,36.10,63.90
252,2024-11-07 09:08:16.104731,1639453.00,Connecticut,927152.00,55.00,712301.00,42.00,94.12,-320.00,-412.00,92.00,128.75,-28.75
253,2024-11-07 09:14:16.768100,1671407.00,Connecticut,950830.00,55.00,720577.00,42.00,95.94,31954.00,8276.00,23678.00,25.90,74.10
255,2024-11-07 09:49:48.877749,1677152.00,Connecticut,955860.00,56.00,721292.00,42.00,96.64,5744.00,714.00,5030.00,12.43,87.57
256,2024-11-07 09:53:33.148376,1677136.00,Connecticut,955863.00,56.00,721273.00,42.00,96.64,-16.00,-19.00,3.00,118.75,-18.75
257,2024-11-07 10:02:25.827137,1677153.00,Connecticut,955879.00,56.00,721274.00,42.00,96.27,17.00,1.00,16.00,5.88,94.12
262,2024-11-07 12:00:49.519281,1689875.00,Connecticut,963224.00,56.00,726651.00,42.00,97.04,1083.00,673.00,410.00,62.14,37.86
263,2024-11-07 12:01:10.027671,1689833.00,Connecticut,963201.00,56.00,726632.00,42.00,97.04,-42.00,-19.00,-23.00,45.24,54.76
264,2024-11-07 12:03:40.941393,1690459.00,Connecticut,963739.00,56.00,726720.00,42.00,97.01,626.00,88.00,538.00,14.06,85.94
265,2024-11-07 12:17:55.791603,1698590.00,Connecticut,970887.00,56.00,727703.00,42.00,97.45,8131.00,983.00,7148.00,12.09,87.91
266,2024-11-07 12:44:35.574898,1698284.00,Connecticut,970657.00,56.00,727627.00,42.00,97.43,-306.00,-76.00,-230.00,24.84,75.16
267,2024-11-07 13:22:23.023275,1698285.00,Connecticut,970658.00,56.00,727627.00,42.00,96.97,1.00,0.00,1.00,0.00,100.00
269,2024-11-07 13:34:50.633470,1698389.00,Connecticut,970760.00,56.00,727629.00,42.00,96.97,5.00,2.00,3.00,40.00,60.00
270,2024-11-07 13:41:58.308610,1697256.00,Connecticut,970169.00,56.00,727087.00,42.00,96.91,-1133.00,-542.00,-591.00,47.84,52.16
271,2024-11-07 13:51:25.732315,1699113.00,Connecticut,971070.00,56.00,728043.00,42.00,97.02,1857.00,956.00,901.00,51.48,48.52
275,2024-11-07 15:31:19.789110,1701770.00,Connecticut,972738.00,56.00,729032.00,42.00,97.04,190.00,62.00,128.00,32.63,67.37
276,2024-11-07 15:52:01.315579,1701765.00,Connecticut,972733.00,56.00,729032.00,42.00,97.03,-5.00,0.00,-5.00,-0.00,100.00
277,2024-11-07 15:52:24.358007,1702437.00,Connecticut,973180.00,56.00,729257.00,42.00,97.07,672.00,225.00,447.00,33.48,66.52
286,2024-11-08 10:02:14.941901,1707323.00,Connecticut,977255.00,56.00,730068.00,42.00,97.04,20.00,8.00,12.00,40.00,60.00
287,2024-11-08 11:15:01.244970,1707320.00,Connecticut,977253.00,56.00,730067.00,42.00,97.04,-3.00,-1.00,-2.00,33.33,66.67
288,2024-11-08 12:04:11.995096,1707459.00,Connecticut,977350.00,56.00,730109.00,42.00,97.05,139.00,42.00,97.00,30.22,69.78
289,2024-11-08 12:15:10.251603,1707445.00,Connecticut,977336.00,56.00,730109.00,42.00,97.04,-14.00,0.00,-14.00,-0.00,100.00
290,2024-11-08 13:23:30.366543,1706059.00,Connecticut,976620.00,56.00,729439.00,42.00,96.96,-1386.00,-670.00,-716.00,48.34,51.66
291,2024-11-08 13:24:52.175650,1702878.00,Connecticut,974650.00,56.00,728228.00,42.00,96.78,-3181.00,-1211.00,-1970.00,38.07,61.93
292,2024-11-08 13:30:08.819835,1702858.00,Connecticut,974630.00,56.00,728228.00,42.00,96.78,-20.00,0.00,-20.00,-0.00,100.00
293,2024-11-08 13:33:18.716020,1702860.00,Connecticut,974630.00,56.00,728230.00,42.00,97.03,2.00,2.00,0.00,100.00,0.00
295,2024-11-08 13:46:31.204130,1717805.00,Connecticut,986589.00,56.00,731216.00,41.00,98.05,6.00,2.00,4.00,33.33,66.67
296,2024-11-08 13:59:56.937266,1717737.00,Connecticut,986573.00,56.00,731164.00,41.00,98.05,-68.00,-52.00,-16.00,76.47,23.53
