,Datetime_Extraction,Total_Votes,State,KH_Vote_Count,KH_Vote_Pct,DT_Vote_Count,DT_Vote_Pct,Pct_Reported,Additional_Votes_Since_Last_Update,Additional_Trump_Votes_Since_Last_Update,Additional_Harris_Votes_Since_Last_Update,Pct_New_Votes_For_Trump,Pct_New_Votes_For_Harris
24,2024-11-05 21:54:24.443597,75773.00,South_Dakota,23590.00,30.00,52183.00,67.00,17.53,607.00,457.00,150.00,75.29,24.71
25,2024-11-05 21:55:18.179871,75847.00,South_Dakota,23550.00,30.00,52297.00,67.00,17.55,74.00,114.00,-40.00,154.05,-54.05
26,2024-11-05 21:56:30.782573,83097.00,South_Dakota,26129.00,30.00,56968.00,67.00,19.23,7250.00,4671.00,2579.00,64.43,35.57
133,2024-11-06 06:31:19.191482,360707.00,South_Dakota,121406.00,32.00,239301.00,64.00,86.93,1182.00,885.00,297.00,74.87,25.13
134,2024-11-06 06:56:14.813028,360706.00,South_Dakota,121407.00,32.00,239299.00,64.00,86.93,-1.00,-2.00,1.00,200.00,-100.00
135,2024-11-06 07:01:46.347393,364102.00,South_Dakota,122956.00,32.00,241146.00,64.00,87.75,3396.00,1847.00,1549.00,54.39,45.61
146,2024-11-07 08:51:29.228092,418714.00,South_Dakota,146809.00,34.00,271905.00,63.00,99.00,13.00,10.00,3.00,76.92,23.08
147,2024-11-07 10:05:08.800872,418713.00,South_Dakota,146809.00,34.00,271904.00,63.00,99.00,-1.00,-1.00,0.00,100.00,-0.00
148,2024-11-07 10:05:28.490287,418720.00,South_Dakota,146809.00,34.00,271911.00,63.00,99.00,7.00,7.00,0.00,100.00,0.00
151,2024-11-07 10:55:27.525285,418764.00,South_Dakota,146825.00,34.00,271939.00,63.00,99.00,1.00,0.00,1.00,0.00,100.00
152,2024-11-07 11:51:26.476528,418730.00,South_Dakota,146812.00,34.00,271918.00,63.00,99.00,-34.00,-21.00,-13.00,61.76,38.24
153,2024-11-07 12:17:55.791603,418731.00,South_Dakota,146812.00,34.00,271919.00,63.00,99.00,1.00,1.00,0.00,100.00,0.00
