,Datetime_Extraction,Total_Votes,State,KH_Vote_Count,KH_Vote_Pct,DT_Vote_Count,DT_Vote_Pct,Pct_Reported,Additional_Votes_Since_Last_Update,Additional_Trump_Votes_Since_Last_Update,Additional_Harris_Votes_Since_Last_Update,Pct_New_Votes_For_Trump,Pct_New_Votes_For_Harris
97,2024-11-06 03:03:09.391885,737317.00,Idaho,232863.00,30.00,504454.00,66.00,86.72,1675.00,1509.00,166.00,90.09,9.91
98,2024-11-06 03:07:17.815431,745628.00,Idaho,232697.00,30.00,512931.00,66.00,87.70,8311.00,8477.00,-166.00,102.00,-2.00
99,2024-11-06 03:30:41.660821,751600.00,Idaho,234169.00,30.00,517431.00,66.00,88.37,5972.00,4500.00,1472.00,75.35,24.65
101,2024-11-06 03:58:09.825348,756171.00,Idaho,235144.00,30.00,521027.00,67.00,88.83,3312.00,2756.00,556.00,83.21,16.79
102,2024-11-06 04:03:18.730297,756280.00,Idaho,233942.00,30.00,522338.00,67.00,88.84,109.00,1311.00,-1202.00,1202.75,-1102.75
103,2024-11-06 04:21:39.769412,766682.00,Idaho,236553.00,30.00,530129.00,67.00,90.06,10402.00,7791.00,2611.00,74.90,25.10
108,2024-11-06 10:07:13.775986,797748.00,Idaho,251739.00,30.00,546009.00,66.00,91.34,1294.00,1041.00,253.00,80.45,19.55
109,2024-11-06 10:53:44.791845,828056.00,Idaho,251063.00,29.00,576993.00,67.00,94.80,30308.00,30984.00,-676.00,102.23,-2.23
110,2024-11-06 12:40:30.276839,828618.00,Idaho,250808.00,29.00,577810.00,67.00,94.84,562.00,817.00,-255.00,145.37,-45.37
111,2024-11-06 13:43:49.580941,832231.00,Idaho,253418.00,29.00,578813.00,67.00,95.22,3613.00,1003.00,2610.00,27.76,72.24
