,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:18:53.971030,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:19:02.758960,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:19:11.350519,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:19:19.941115,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:19:28.523844,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:19:36.929504,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:19:46.649761,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:19:56.135194,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:20:05.286957,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:20:15.190681,Trump,66.6,15304,Harris,32.1,7366,100
2024-10-07 13:20:24.218156,Trump,66.6,15304,Harris,32.1,7366,100
