,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:18:54.074552,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:19:02.866282,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:19:11.458673,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:19:20.040863,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:19:28.624093,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:19:37.100031,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:19:46.749022,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:19:56.223980,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:20:05.404762,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:20:15.304512,Trump,61.0,6334,Harris,37.3,3867,100
2024-10-07 13:20:24.322984,Trump,61.0,6334,Harris,37.3,3867,100
