,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:18:53.906958,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:19:02.704750,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:19:11.279192,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:19:19.880754,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:19:28.458944,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:19:36.832497,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:19:46.585361,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:19:56.067745,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:20:05.212811,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:20:15.123689,Trump,62.4,35754,Harris,36.0,20588,100
2024-10-07 13:20:24.150493,Trump,62.4,35754,Harris,36.0,20588,100
