,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:18:54.069450,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:19:02.859283,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:19:11.455511,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:19:20.037228,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:19:28.607800,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:19:37.074467,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:19:46.739970,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:19:56.223980,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:20:05.396761,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:20:15.297508,Trump,60.3,9261,Harris,38.4,5903,100
2024-10-07 13:20:24.315476,Trump,60.3,9261,Harris,38.4,5903,100
