,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:18:53.991461,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:19:02.791297,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:19:11.380857,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:19:19.967063,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:19:28.541178,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:19:36.957700,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:19:46.673545,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:19:56.157220,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:20:05.307029,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:20:15.223949,Trump,54.0,58385,Harris,44.1,47667,100
2024-10-07 13:20:24.240902,Trump,54.0,58385,Harris,44.1,47667,100
