,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:18:53.974437,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:19:02.787983,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:19:11.362107,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:19:19.959063,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:19:28.541178,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:19:36.955824,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:19:46.669352,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:19:56.156063,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:20:05.307029,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:20:15.206716,Trump,69.9,16226,Harris,28.9,6715,100
2024-10-07 13:20:24.223350,Trump,69.9,16226,Harris,28.9,6715,100
