,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:18:53.918463,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:19:02.721346,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:19:11.291021,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:19:19.897749,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:19:28.474945,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:19:36.843168,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:19:46.599360,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:19:56.073747,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:20:05.228107,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:20:15.149642,Trump,67.2,7168,Harris,31.3,3344,100
2024-10-07 13:20:24.165495,Trump,67.2,7168,Harris,31.3,3344,100
