,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:18:53.841643,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:19:02.624840,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:19:11.206804,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:19:19.806557,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:19:28.404600,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:19:36.743212,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:19:46.507669,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:19:55.990580,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:20:05.148084,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:20:15.073969,Trump,52.7,75871,Harris,45.5,65511,100
2024-10-07 13:20:24.073132,Trump,52.7,75871,Harris,45.5,65511,100
