,Datetime_Extraction,Total_Votes,State,KH_Vote_Count,KH_Vote_Pct,DT_Vote_Count,DT_Vote_Pct,Pct_Reported,Additional_Votes_Since_Last_Update,Additional_Trump_Votes_Since_Last_Update,Additional_Harris_Votes_Since_Last_Update,Pct_New_Votes_For_Trump,Pct_New_Votes_For_Harris
0,2024-11-05 13:57:33.481434,0.00,Washington,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,2024-11-05 22:08:27.533301,310699.00,Washington,172081.00,54.00,138618.00,43.00,7.29,310699.00,138618.00,172081.00,44.61,55.39
2,2024-11-05 22:09:27.428605,423068.00,Washington,214596.00,49.00,208472.00,48.00,9.92,112369.00,69854.00,42515.00,62.16,37.84
3,2024-11-05 22:11:12.752131,438348.00,Washington,224028.00,49.00,214320.00,47.00,10.28,15280.00,5848.00,9432.00,38.27,61.73
4,2024-11-05 22:11:57.918626,463659.00,Washington,232932.00,49.00,230727.00,48.00,10.87,25311.00,16407.00,8904.00,64.82,35.18
5,2024-11-05 22:12:52.932808,483523.00,Washington,241398.00,48.00,242125.00,48.00,11.34,19864.00,11398.00,8466.00,57.38,42.62
6,2024-11-05 22:13:13.895264,492881.00,Washington,244870.00,48.00,248011.00,49.00,11.55,9358.00,5886.00,3472.00,62.90,37.10
7,2024-11-05 22:13:38.494100,872971.00,Washington,435320.00,48.00,437651.00,48.00,20.48,380090.00,189640.00,190450.00,49.89,50.11
8,2024-11-05 22:13:56.470877,1619996.00,Washington,1010777.00,60.00,609219.00,36.00,38.03,747025.00,171568.00,575457.00,22.97,77.03
9,2024-11-05 22:14:21.885160,1648491.00,Washington,1024957.00,60.00,623534.00,36.00,38.70,28495.00,14315.00,14180.00,50.24,49.76
10,2024-11-05 22:16:05.435649,1841601.00,Washington,1129880.00,59.00,711721.00,37.00,43.22,193110.00,88187.00,104923.00,45.67,54.33
11,2024-11-05 22:16:29.922229,1861407.00,Washington,1142050.00,59.00,719357.00,37.00,43.68,19806.00,7636.00,12170.00,38.55,61.45
12,2024-11-05 22:16:58.386315,1955422.00,Washington,1199638.00,59.00,755784.00,37.00,45.88,94015.00,36427.00,57588.00,38.75,61.25
13,2024-11-05 22:17:22.964149,2013719.00,Washington,1229231.00,59.00,784488.00,38.00,47.24,58297.00,28704.00,29593.00,49.24,50.76
14,2024-11-05 22:17:39.277888,2018823.00,Washington,1230499.00,59.00,788324.00,38.00,47.36,5104.00,3836.00,1268.00,75.16,24.84
15,2024-11-05 22:18:04.931102,2034777.00,Washington,1242671.00,59.00,792106.00,38.00,47.74,15954.00,3782.00,12172.00,23.71,76.29
16,2024-11-05 22:19:43.623466,2303549.00,Washington,1402369.00,59.00,901180.00,38.00,54.05,268772.00,109074.00,159698.00,40.58,59.42
17,2024-11-05 22:20:17.335419,2397556.00,Washington,1460524.00,59.00,937032.00,38.00,56.25,94007.00,35852.00,58155.00,38.14,61.86
18,2024-11-05 22:21:40.594586,2431892.00,Washington,1479508.00,59.00,952384.00,38.00,57.06,34336.00,15352.00,18984.00,44.71,55.29
19,2024-11-05 22:23:19.381168,2456510.00,Washington,1491420.00,59.00,965090.00,38.00,57.63,24618.00,12706.00,11912.00,51.61,48.39
20,2024-11-05 22:26:58.077531,2462537.00,Washington,1494069.00,59.00,968468.00,38.00,57.77,6027.00,3378.00,2649.00,56.05,43.95
21,2024-11-05 22:29:19.021185,2472400.00,Washington,1497058.00,59.00,975342.00,38.00,58.00,9863.00,6874.00,2989.00,69.69,30.31
22,2024-11-05 22:36:53.666513,2513645.00,Washington,1513282.00,58.00,1000363.00,38.00,58.96,41245.00,25021.00,16224.00,60.66,39.34
23,2024-11-05 22:46:28.868284,2515922.00,Washington,1513914.00,58.00,1002008.00,38.00,59.02,2277.00,1645.00,632.00,72.24,27.76
24,2024-11-05 23:08:15.805242,2546973.00,Washington,1527827.00,58.00,1019146.00,39.00,59.74,31051.00,17138.00,13913.00,55.19,44.81
25,2024-11-06 15:28:31.379843,2547353.00,Washington,1527922.00,58.00,1019431.00,39.00,62.00,380.00,285.00,95.00,75.00,25.00
26,2024-11-06 17:37:24.775018,2620547.00,Washington,1584269.00,59.00,1036278.00,38.00,68.78,73194.00,16847.00,56347.00,23.02,76.98
27,2024-11-06 17:47:32.515535,2625448.00,Washington,1586367.00,59.00,1039081.00,38.00,73.96,4901.00,2803.00,2098.00,57.19,42.81
28,2024-11-06 17:55:27.610541,2634724.00,Washington,1591607.00,58.00,1043117.00,38.00,75.61,9276.00,4036.00,5240.00,43.51,56.49
29,2024-11-06 18:03:06.949202,2635285.00,Washington,1591923.00,58.00,1043362.00,38.00,74.63,561.00,245.00,316.00,43.67,56.33
30,2024-11-06 18:18:21.633332,2635752.00,Washington,1592101.00,58.00,1043651.00,38.00,74.64,467.00,289.00,178.00,61.88,38.12
31,2024-11-06 18:20:25.685012,2636501.00,Washington,1592669.00,58.00,1043832.00,38.00,74.66,749.00,181.00,568.00,24.17,75.83
32,2024-11-06 18:37:26.170560,2686167.00,Washington,1620825.00,58.00,1065342.00,38.00,76.09,49666.00,21510.00,28156.00,43.31,56.69
33,2024-11-06 18:49:13.731444,2695227.00,Washington,1624498.00,58.00,1070729.00,38.00,76.81,9060.00,5387.00,3673.00,59.46,40.54
34,2024-11-06 19:05:30.450050,2739551.00,Washington,1650918.00,58.00,1088633.00,38.00,78.07,44324.00,17904.00,26420.00,40.39,59.61
35,2024-11-06 19:06:22.670928,2742221.00,Washington,1651672.00,58.00,1090549.00,38.00,78.15,2670.00,1916.00,754.00,71.76,28.24
36,2024-11-06 19:09:35.149635,2739903.00,Washington,1651086.00,58.00,1088817.00,38.00,78.15,-2318.00,-1732.00,-586.00,74.72,25.28
37,2024-11-06 19:25:08.217277,2756645.00,Washington,1659859.00,58.00,1096786.00,38.00,78.19,16742.00,7969.00,8773.00,47.60,52.40
38,2024-11-06 19:35:21.540229,2759280.00,Washington,1660933.00,58.00,1098347.00,38.00,77.23,2635.00,1561.00,1074.00,59.24,40.76
39,2024-11-06 19:41:26.212376,2771426.00,Washington,1667843.00,58.00,1103583.00,38.00,77.57,12146.00,5236.00,6910.00,43.11,56.89
40,2024-11-06 19:59:43.087193,2778049.00,Washington,1670536.00,58.00,1107513.00,38.00,77.76,6623.00,3930.00,2693.00,59.34,40.66
