,Datetime_Extraction,Total_Votes,KH_Vote_Count,KH_Vote_Pct,DT_Vote_Count,DT_Vote_Pct,Pct_Reported,Additional_Votes_Since_Last_Update
0,2024-11-05 13:57:33.481434,0,0,0.0,0,0.0,0.0,0.0
1,2024-11-05 19:09:55.968702,70,32,43.0,38,51.0,1.0,70.0
2,2024-11-05 19:10:28.155640,1365,850,59.0,515,36.0,1.0,1295.0
3,2024-11-05 19:10:43.832591,2461,1432,56.0,1029,40.0,1.0,1096.0
4,2024-11-05 19:11:34.630463,3309,1824,53.0,1485,43.0,1.0,848.0
5,2024-11-05 19:12:38.584680,3657,1938,51.0,1719,45.0,1.0,348.0
6,2024-11-05 19:12:58.199749,4162,2243,51.0,1919,44.0,1.0,505.0
7,2024-11-05 19:14:11.989626,5287,2837,51.0,2450,44.0,1.03,1125.0
8,2024-11-05 19:15:13.991598,5759,3191,53.0,2568,42.0,1.13,472.0
9,2024-11-05 19:15:55.050435,6313,3490,53.0,2823,43.0,1.24,554.0
10,2024-11-05 19:17:08.557916,6858,3690,51.0,3168,44.0,1.34,545.0
11,2024-11-05 19:19:17.159599,9668,4988,49.0,4680,46.0,1.89,2810.0
12,2024-11-05 19:20:31.877430,9946,5162,50.0,4784,46.0,1.94,278.0
13,2024-11-05 19:20:48.623960,10758,5615,50.0,5143,46.0,2.1,812.0
14,2024-11-05 19:23:29.564684,11842,6193,50.0,5649,46.0,2.31,1084.0
15,2024-11-05 19:24:25.904066,12388,6446,50.0,5942,46.0,2.42,546.0
16,2024-11-05 19:25:23.647193,13211,6717,49.0,6494,47.0,2.57,823.0
17,2024-11-05 19:25:40.050757,13836,6974,48.0,6862,47.0,2.7,625.0
18,2024-11-05 19:26:04.946099,16610,8763,51.0,7847,45.0,3.24,2774.0
19,2024-11-05 19:27:04.851799,20681,10978,51.0,9703,45.0,4.02,4071.0
20,2024-11-05 19:27:20.005217,25937,13355,50.0,12582,47.0,5.03,5256.0
21,2024-11-05 19:28:11.426352,32335,15633,47.0,16702,50.0,6.27,6398.0
22,2024-11-05 19:28:31.170040,36318,17872,47.0,18446,49.0,7.04,3983.0
23,2024-11-05 19:28:51.505850,38850,19064,47.0,19786,49.0,7.52,2532.0
24,2024-11-05 19:29:13.964226,47020,22125,45.0,24895,51.0,9.1,8170.0
25,2024-11-05 19:29:31.070801,72070,34044,46.0,38026,51.0,13.94,25050.0
26,2024-11-05 19:29:50.602408,85731,40783,46.0,44948,51.0,16.58,13661.0
27,2024-11-05 19:30:06.058437,87862,41912,46.0,45950,50.0,16.99,2131.0
28,2024-11-05 19:30:25.503431,88716,42392,46.0,46324,50.0,17.15,854.0
29,2024-11-05 19:30:49.618067,102355,49560,47.0,52795,50.0,19.8,13639.0
30,2024-11-05 19:31:08.975776,103710,50099,47.0,53611,50.0,20.06,1355.0
31,2024-11-05 19:31:33.571017,129599,61577,46.0,68022,51.0,25.06,25889.0
32,2024-11-05 19:32:00.976135,176254,93465,51.0,82789,45.0,34.14,46655.0
33,2024-11-05 19:32:22.754183,185404,97665,51.0,87739,46.0,35.91,9150.0
34,2024-11-05 19:32:45.711859,211446,110598,50.0,100848,46.0,40.95,26042.0
35,2024-11-05 19:33:14.659481,217305,113807,50.0,103498,46.0,42.09,5859.0
36,2024-11-05 19:35:04.264851,220355,115461,50.0,104894,46.0,42.67,3050.0
37,2024-11-05 19:35:31.543892,247270,128558,50.0,118712,46.0,47.86,26915.0
38,2024-11-05 19:36:14.154351,270900,142440,51.0,128460,46.0,52.41,23630.0
39,2024-11-05 19:39:11.051087,277485,145672,51.0,131813,46.0,53.68,6585.0
40,2024-11-05 19:40:13.807439,280337,147255,51.0,133082,46.0,54.23,2852.0
41,2024-11-05 19:44:48.639657,280486,147327,51.0,133159,46.0,54.26,149.0
42,2024-11-05 19:45:21.089591,290029,152499,51.0,137530,46.0,56.09,9543.0
43,2024-11-05 19:46:16.093187,298091,156838,51.0,141253,46.0,57.63,8062.0
44,2024-11-05 19:49:31.914511,300846,158295,51.0,142551,46.0,58.16,2755.0
45,2024-11-05 19:50:26.318877,320171,168791,51.0,151380,46.0,61.85,19325.0
46,2024-11-05 19:53:41.978154,322639,169816,51.0,152823,46.0,62.32,2468.0
47,2024-11-05 19:54:02.927618,325455,170890,51.0,154565,46.0,62.85,2816.0
48,2024-11-05 19:54:24.412889,329694,173993,51.0,155701,46.0,63.66,4239.0
49,2024-11-05 19:57:32.473916,329716,174121,51.0,155595,46.0,63.66,22.0
50,2024-11-05 19:59:23.390924,340245,181132,51.0,159113,45.0,65.68,10529.0
51,2024-11-05 20:07:04.495033,349382,187134,52.0,162248,45.0,67.44,9137.0
52,2024-11-05 20:08:15.504642,350207,187452,52.0,162755,45.0,67.59,825.0
53,2024-11-05 20:11:14.295967,350529,187575,52.0,162954,45.0,67.66,322.0
54,2024-11-05 20:11:59.399707,352590,188572,52.0,164018,45.0,68.05,2061.0
55,2024-11-05 20:19:11.059684,361708,194766,52.0,166942,45.0,69.8,9118.0
56,2024-11-05 20:20:22.523464,375055,203291,52.0,171764,44.0,72.35,13347.0
57,2024-11-05 20:23:31.644995,384661,210047,53.0,174614,44.0,74.19,9606.0
58,2024-11-05 20:24:12.910344,396281,216466,53.0,179815,44.0,76.4,11620.0
59,2024-11-05 20:24:33.216660,397246,216994,53.0,180252,44.0,76.59,965.0
60,2024-11-05 20:31:06.507418,403395,220326,53.0,183069,44.0,77.76,6149.0
61,2024-11-05 20:59:43.218810,412497,224767,53.0,187730,44.0,79.51,9102.0
62,2024-11-05 21:07:28.700174,419826,228352,53.0,191474,44.0,80.92,7329.0
63,2024-11-05 21:08:25.596034,432170,235624,53.0,196546,44.0,83.27,12344.0
64,2024-11-05 21:23:01.910582,432533,235778,53.0,196755,44.0,83.34,363.0
65,2024-11-05 23:04:08.707948,466588,261532,54.0,205056,42.0,89.87,34055.0
66,2024-11-05 23:05:05.449225,479951,271460,55.0,208491,42.0,92.43,13363.0
67,2024-11-05 23:05:24.875625,481800,272817,55.0,208983,42.0,92.78,1849.0
68,2024-11-05 23:08:35.496655,482437,273434,55.0,209003,42.0,93.22,637.0
69,2024-11-06 08:22:19.556608,484029,274152,55.0,209877,42.0,99.0,1592.0
70,2024-11-06 11:42:11.385032,489866,278234,55.0,211632,42.0,99.0,5837.0
71,2024-11-06 22:03:09.459654,493234,280752,55.0,212482,42.0,99.0,3368.0
72,2024-11-06 22:03:56.035220,494790,281878,55.0,212912,42.0,99.0,1556.0
73,2024-11-06 22:05:10.480959,494856,281922,55.0,212934,42.0,99.0,66.0
74,2024-11-07 16:19:38.586431,495079,282077,55.0,213002,42.0,99.0,223.0
75,2024-11-07 16:19:58.946537,495131,282110,55.0,213021,42.0,99.0,52.0
