,KH_Vote_Count,KH_Vote_Pct,DT_Vote_Count,DT_Vote_Pct,Pct_Reported,Est_Votes_Remain,Population
2024-11-05 12:20:06.813382,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:20:29.226408,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:20:50.629437,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:21:10.967870,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:21:26.476204,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:21:49.958864,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:22:14.088304,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:22:27.280951,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:22:41.282523,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:23:00.806713,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:23:20.721139,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:23:37.255311,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:23:58.117418,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:24:11.590969,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:24:23.689594,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:24:40.913658,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:24:59.901769,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:25:23.025943,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:25:47.335695,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:26:06.640550,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:26:24.783621,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:26:46.656385,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:27:11.217581,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:27:27.967831,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:27:40.465963,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:28:04.300611,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:28:17.104377,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:28:39.897157,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:28:56.134584,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:29:09.350544,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:29:25.435990,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:29:49.251641,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:30:14.089642,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:30:26.970601,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:30:49.884013,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:31:04.848329,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:31:19.636131,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:31:44.396029,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:31:57.899906,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:32:13.911443,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:32:37.627307,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:32:51.134917,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:33:14.302968,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:33:32.082939,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:33:56.117582,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:34:20.078452,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:34:44.000741,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:35:06.670830,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:35:24.092215,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:35:43.523896,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:36:01.998808,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:36:23.565141,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:36:42.606518,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:37:00.502531,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:37:17.859354,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:37:41.843517,0,0.000,0,0.000,0.000,5901193,10835491
